kanal,percobaan,tahap,deskripsi,pc_waktu,device_epoch,device_epoch_wib,nilai_disuntik,relayOn,mesin_menyala
Stepper_X,1,1,Tahan nilai tinggi (harus cutoff),2026-07-13T19:38:17.187114,1783946296,2026-07-13 19:38:16,4.5,True,False
Stepper_X,1,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T19:38:20.192572,1783946298,2026-07-13 19:38:18,,True,False
Stepper_X,1,3,Tahan nilai zona histeresis,2026-07-13T19:38:23.233830,1783946302,2026-07-13 19:38:22,2.8,True,False
Stepper_X,1,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T19:38:26.265008,1783946304,2026-07-13 19:38:24,,True,False
Stepper_X,1,5,Tahan nilai di bawah ambang resume,2026-07-13T19:38:29.308138,1783946308,2026-07-13 19:38:28,2.2,True,False
Stepper_X,1,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T19:38:32.324286,1783946310,2026-07-13 19:38:30,,False,True
Stepper_X,2,1,Tahan nilai tinggi (harus cutoff),2026-07-13T19:38:41.404642,1783946320,2026-07-13 19:38:40,4.5,True,False
Stepper_X,2,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T19:38:44.459240,1783946322,2026-07-13 19:38:42,,True,False
Stepper_X,2,3,Tahan nilai zona histeresis,2026-07-13T19:38:47.521631,1783946326,2026-07-13 19:38:46,2.8,True,False
Stepper_X,2,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T19:38:50.543189,1783946328,2026-07-13 19:38:48,,True,False
Stepper_X,2,5,Tahan nilai di bawah ambang resume,2026-07-13T19:38:53.605223,1783946332,2026-07-13 19:38:52,2.2,True,False
Stepper_X,2,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T19:38:56.619507,1783946334,2026-07-13 19:38:54,,True,False
Stepper_X,3,1,Tahan nilai tinggi (harus cutoff),2026-07-13T19:39:05.706102,1783946344,2026-07-13 19:39:04,4.5,True,False
Stepper_X,3,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T19:39:08.739873,1783946346,2026-07-13 19:39:06,,True,False
Stepper_X,3,3,Tahan nilai zona histeresis,2026-07-13T19:39:11.791505,1783946350,2026-07-13 19:39:10,2.8,True,False
Stepper_X,3,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T19:39:14.824438,1783946352,2026-07-13 19:39:12,,True,False
Stepper_X,3,5,Tahan nilai di bawah ambang resume,2026-07-13T19:39:17.840840,1783946356,2026-07-13 19:39:16,2.2,True,False
Stepper_X,3,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T19:39:20.872911,1783946360,2026-07-13 19:39:20,,False,True
Stepper_X,4,1,Tahan nilai tinggi (harus cutoff),2026-07-13T19:39:29.945220,1783946368,2026-07-13 19:39:28,4.5,True,False
Stepper_X,4,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T19:39:32.976690,1783946372,2026-07-13 19:39:32,,True,False
Stepper_X,4,3,Tahan nilai zona histeresis,2026-07-13T19:39:36.015521,1783946374,2026-07-13 19:39:34,2.8,True,False
Stepper_X,4,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T19:39:39.066711,1783946378,2026-07-13 19:39:38,,True,False
Stepper_X,4,5,Tahan nilai di bawah ambang resume,2026-07-13T19:39:42.071293,1783946380,2026-07-13 19:39:40,2.2,True,False
Stepper_X,4,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T19:39:45.107968,1783946384,2026-07-13 19:39:44,,False,True
Stepper_X,5,1,Tahan nilai tinggi (harus cutoff),2026-07-13T19:39:54.171408,1783946392,2026-07-13 19:39:52,4.5,True,False
Stepper_X,5,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T19:39:57.211372,1783946396,2026-07-13 19:39:56,,True,False
Stepper_X,5,3,Tahan nilai zona histeresis,2026-07-13T19:40:00.250104,1783946398,2026-07-13 19:39:58,2.8,True,False
Stepper_X,5,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T19:40:03.265637,1783946402,2026-07-13 19:40:02,,True,False
Stepper_X,5,5,Tahan nilai di bawah ambang resume,2026-07-13T19:40:06.297522,1783946404,2026-07-13 19:40:04,2.2,True,False
Stepper_X,5,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T19:40:09.343951,1783946408,2026-07-13 19:40:08,,False,True
Stepper_Y1,1,1,Tahan nilai tinggi (harus cutoff),2026-07-13T19:40:18.433360,1783946416,2026-07-13 19:40:16,4.5,True,False
Stepper_Y1,1,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T19:40:21.496301,1783946420,2026-07-13 19:40:20,,True,False
Stepper_Y1,1,3,Tahan nilai zona histeresis,2026-07-13T19:40:24.538037,1783946422,2026-07-13 19:40:22,2.8,True,False
Stepper_Y1,1,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T19:40:27.579272,1783946426,2026-07-13 19:40:26,,True,False
Stepper_Y1,1,5,Tahan nilai di bawah ambang resume,2026-07-13T19:40:30.614179,1783946428,2026-07-13 19:40:28,2.2,True,False
Stepper_Y1,1,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T19:40:33.670906,1783946432,2026-07-13 19:40:32,,False,True
Stepper_Y1,2,1,Tahan nilai tinggi (harus cutoff),2026-07-13T19:40:42.726496,1783946440,2026-07-13 19:40:40,4.5,False,True
Stepper_Y1,2,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T19:40:45.784478,1783946444,2026-07-13 19:40:44,,True,False
Stepper_Y1,2,3,Tahan nilai zona histeresis,2026-07-13T19:40:48.805794,1783946446,2026-07-13 19:40:46,2.8,True,False
Stepper_Y1,2,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T19:40:51.857059,1783946450,2026-07-13 19:40:50,,True,False
Stepper_Y1,2,5,Tahan nilai di bawah ambang resume,2026-07-13T19:40:54.892619,1783946454,2026-07-13 19:40:54,2.2,True,False
Stepper_Y1,2,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T19:40:57.903334,1783946456,2026-07-13 19:40:56,,False,True
Stepper_Y1,3,1,Tahan nilai tinggi (harus cutoff),2026-07-13T19:41:06.992557,1783946466,2026-07-13 19:41:06,4.5,True,False
Stepper_Y1,3,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T19:41:10.011386,1783946468,2026-07-13 19:41:08,,True,False
Stepper_Y1,3,3,Tahan nilai zona histeresis,2026-07-13T19:41:13.016013,1783946472,2026-07-13 19:41:12,2.8,True,False
Stepper_Y1,3,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T19:41:16.043640,1783946474,2026-07-13 19:41:14,,True,False
Stepper_Y1,3,5,Tahan nilai di bawah ambang resume,2026-07-13T19:41:19.073073,1783946478,2026-07-13 19:41:18,2.2,True,False
Stepper_Y1,3,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T19:41:22.107913,1783946480,2026-07-13 19:41:20,,False,True
Stepper_Y1,4,1,Tahan nilai tinggi (harus cutoff),2026-07-13T19:41:31.146971,1783946490,2026-07-13 19:41:30,4.5,True,False
Stepper_Y1,4,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T19:41:34.178277,1783946492,2026-07-13 19:41:32,,True,False
Stepper_Y1,4,3,Tahan nilai zona histeresis,2026-07-13T19:41:37.183800,1783946496,2026-07-13 19:41:36,2.8,True,False
Stepper_Y1,4,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T19:41:40.235997,1783946498,2026-07-13 19:41:38,,True,False
Stepper_Y1,4,5,Tahan nilai di bawah ambang resume,2026-07-13T19:41:43.272503,1783946502,2026-07-13 19:41:42,2.2,True,False
Stepper_Y1,4,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T19:41:46.306942,1783946504,2026-07-13 19:41:44,,False,True
Stepper_Y1,5,1,Tahan nilai tinggi (harus cutoff),2026-07-13T19:41:55.404492,1783946514,2026-07-13 19:41:54,4.5,True,False
Stepper_Y1,5,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T19:41:58.444876,1783946516,2026-07-13 19:41:56,,True,False
Stepper_Y1,5,3,Tahan nilai zona histeresis,2026-07-13T19:42:01.477204,1783946520,2026-07-13 19:42:00,2.8,True,False
Stepper_Y1,5,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T19:42:04.514139,1783946522,2026-07-13 19:42:02,,True,False
Stepper_Y1,5,5,Tahan nilai di bawah ambang resume,2026-07-13T19:42:07.546027,1783946526,2026-07-13 19:42:06,2.2,True,False
Stepper_Y1,5,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T19:42:10.589073,1783946528,2026-07-13 19:42:08,,True,False
Stepper_Y2,1,1,Tahan nilai tinggi (harus cutoff),2026-07-13T19:42:19.668579,1783946538,2026-07-13 19:42:18,4.5,True,False
Stepper_Y2,1,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T19:42:22.686593,1783946540,2026-07-13 19:42:20,,True,False
Stepper_Y2,1,3,Tahan nilai zona histeresis,2026-07-13T19:42:25.716904,1783946544,2026-07-13 19:42:24,2.8,True,False
Stepper_Y2,1,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T19:42:28.746913,1783946546,2026-07-13 19:42:26,,True,False
Stepper_Y2,1,5,Tahan nilai di bawah ambang resume,2026-07-13T19:42:31.782327,1783946550,2026-07-13 19:42:30,2.2,True,False
Stepper_Y2,1,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T19:42:34.815091,1783946552,2026-07-13 19:42:32,,True,False
Stepper_Y2,2,1,Tahan nilai tinggi (harus cutoff),2026-07-13T19:42:43.903789,1783946562,2026-07-13 19:42:42,4.5,True,False
Stepper_Y2,2,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T19:42:46.964344,1783946566,2026-07-13 19:42:46,,True,False
Stepper_Y2,2,3,Tahan nilai zona histeresis,2026-07-13T19:42:49.980352,1783946568,2026-07-13 19:42:48,2.8,True,False
Stepper_Y2,2,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T19:42:53.020228,1783946572,2026-07-13 19:42:52,,True,False
Stepper_Y2,2,5,Tahan nilai di bawah ambang resume,2026-07-13T19:42:56.062768,1783946574,2026-07-13 19:42:54,2.2,True,False
Stepper_Y2,2,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T19:42:59.106847,1783946578,2026-07-13 19:42:58,,False,True
Stepper_Y2,3,1,Tahan nilai tinggi (harus cutoff),2026-07-13T19:43:08.189224,1783946586,2026-07-13 19:43:06,4.5,True,False
Stepper_Y2,3,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T19:43:11.224819,1783946590,2026-07-13 19:43:10,,True,False
Stepper_Y2,3,3,Tahan nilai zona histeresis,2026-07-13T19:43:14.230064,1783946592,2026-07-13 19:43:12,2.8,True,False
Stepper_Y2,3,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T19:43:17.255483,1783946596,2026-07-13 19:43:16,,True,False
Stepper_Y2,3,5,Tahan nilai di bawah ambang resume,2026-07-13T19:43:20.284030,1783946598,2026-07-13 19:43:18,2.2,True,False
Stepper_Y2,3,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T19:43:23.335167,1783946602,2026-07-13 19:43:22,,False,True
Stepper_Y2,4,1,Tahan nilai tinggi (harus cutoff),2026-07-13T19:43:32.430443,1783946610,2026-07-13 19:43:30,4.5,True,False
Stepper_Y2,4,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T19:43:35.466079,1783946614,2026-07-13 19:43:34,,True,False
Stepper_Y2,4,3,Tahan nilai zona histeresis,2026-07-13T19:43:38.500358,1783946616,2026-07-13 19:43:36,2.8,True,False
Stepper_Y2,4,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T19:43:41.533159,1783946620,2026-07-13 19:43:40,,True,False
Stepper_Y2,4,5,Tahan nilai di bawah ambang resume,2026-07-13T19:43:44.562899,1783946622,2026-07-13 19:43:42,2.2,True,False
Stepper_Y2,4,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T19:43:47.596687,1783946626,2026-07-13 19:43:46,,False,True
Stepper_Y2,5,1,Tahan nilai tinggi (harus cutoff),2026-07-13T19:43:56.687423,1783946634,2026-07-13 19:43:54,4.5,False,True
Stepper_Y2,5,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T19:43:59.725482,1783946638,2026-07-13 19:43:58,,True,False
Stepper_Y2,5,3,Tahan nilai zona histeresis,2026-07-13T19:44:02.767367,1783946640,2026-07-13 19:44:00,2.8,True,False
Stepper_Y2,5,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T19:44:05.803709,1783946644,2026-07-13 19:44:04,,True,False
Stepper_Y2,5,5,Tahan nilai di bawah ambang resume,2026-07-13T19:44:08.840030,1783946648,2026-07-13 19:44:08,2.2,True,False
Stepper_Y2,5,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T19:44:11.869709,1783946650,2026-07-13 19:44:10,,False,True
Stepper_Z,1,1,Tahan nilai tinggi (harus cutoff),2026-07-13T19:44:20.928770,1783946660,2026-07-13 19:44:20,3.0,True,False
