kanal,percobaan,tahap,deskripsi,pc_waktu,device_epoch,device_epoch_wib,nilai_disuntik,relayOn,mesin_menyala
Stepper_Y1,10,3,Tahan nilai zona histeresis,2026-07-13T20:34:33.489295,1783949673,2026-07-13 20:34:33,2.8,True,False,1
Stepper_Y1,10,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T20:34:39.523173,1783949679,2026-07-13 20:34:39,,True,False,1
Stepper_Y1,10,5,Tahan nilai di bawah ambang resume,2026-07-13T20:34:45.547088,1783949685,2026-07-13 20:34:45,2.2,True,False,1
Stepper_Y1,10,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T20:34:51.616109,1783949691,2026-07-13 20:34:51,,False,True,1
Stepper_Y2,1,1,Tahan nilai tinggi (harus cutoff),2026-07-13T20:35:03.691307,1783949703,2026-07-13 20:35:03,4.5,True,False,1
Stepper_Y2,1,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T20:35:09.727151,1783949709,2026-07-13 20:35:09,,True,False,1
Stepper_Y2,1,3,Tahan nilai zona histeresis,2026-07-13T20:35:15.756163,1783949715,2026-07-13 20:35:15,2.8,True,False,1
Stepper_Y2,1,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T20:35:21.784677,1783949721,2026-07-13 20:35:21,,True,False,1
Stepper_Y2,1,5,Tahan nilai di bawah ambang resume,2026-07-13T20:35:27.810307,1783949727,2026-07-13 20:35:27,2.2,True,False,1
Stepper_Y2,1,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T20:35:33.836882,1783949733,2026-07-13 20:35:33,,False,True,1
Stepper_Y2,2,1,Tahan nilai tinggi (harus cutoff),2026-07-13T20:35:45.940134,1783949745,2026-07-13 20:35:45,4.5,True,False,1
Stepper_Y2,2,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T20:35:51.966892,1783949751,2026-07-13 20:35:51,,True,False,1
Stepper_Y2,2,3,Tahan nilai zona histeresis,2026-07-13T20:35:58.002764,1783949757,2026-07-13 20:35:57,2.8,True,False,1
Stepper_Y2,2,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T20:36:04.038712,1783949763,2026-07-13 20:36:03,,True,False,1
Stepper_Y2,2,5,Tahan nilai di bawah ambang resume,2026-07-13T20:36:10.093600,1783949769,2026-07-13 20:36:09,2.2,True,False,1
Stepper_Y2,2,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T20:36:16.126301,1783949775,2026-07-13 20:36:15,,False,True,1
Stepper_Y2,3,1,Tahan nilai tinggi (harus cutoff),2026-07-13T20:36:28.180130,1783949787,2026-07-13 20:36:27,4.5,True,False,1
Stepper_Y2,3,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T20:36:34.212479,1783949793,2026-07-13 20:36:33,,True,False,1
Stepper_Y2,3,3,Tahan nilai zona histeresis,2026-07-13T20:36:40.259547,1783949799,2026-07-13 20:36:39,2.8,True,False,1
Stepper_Y2,3,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T20:36:46.297391,1783949805,2026-07-13 20:36:45,,True,False,1
Stepper_Y2,3,5,Tahan nilai di bawah ambang resume,2026-07-13T20:36:52.337882,1783949811,2026-07-13 20:36:51,2.2,True,False,1
Stepper_Y2,3,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T20:36:58.390408,1783949817,2026-07-13 20:36:57,,False,True,1
Stepper_Y2,4,1,Tahan nilai tinggi (harus cutoff),2026-07-13T20:37:10.479997,1783949829,2026-07-13 20:37:09,4.5,True,False,1
Stepper_Y2,4,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T20:37:16.527765,1783949835,2026-07-13 20:37:15,,True,False,1
Stepper_Y2,4,3,Tahan nilai zona histeresis,2026-07-13T20:37:22.556878,1783949841,2026-07-13 20:37:21,2.8,True,False,1
Stepper_Y2,4,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T20:37:28.602116,1783949847,2026-07-13 20:37:27,,True,False,1
Stepper_Y2,4,5,Tahan nilai di bawah ambang resume,2026-07-13T20:37:34.659019,1783949853,2026-07-13 20:37:33,2.2,True,False,1
Stepper_Y2,4,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T20:37:40.696181,1783949859,2026-07-13 20:37:39,,False,True,1
Stepper_Y2,5,1,Tahan nilai tinggi (harus cutoff),2026-07-13T20:37:52.741706,1783949871,2026-07-13 20:37:51,4.5,True,False,1
Stepper_Y2,5,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T20:37:58.768242,1783949877,2026-07-13 20:37:57,,True,False,1
Stepper_Y2,5,3,Tahan nilai zona histeresis,2026-07-13T20:38:04.813408,1783949883,2026-07-13 20:38:03,2.8,True,False,1
Stepper_Y2,5,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T20:38:10.835659,1783949889,2026-07-13 20:38:09,,True,False,1
Stepper_Y2,5,5,Tahan nilai di bawah ambang resume,2026-07-13T20:38:16.876642,1783949895,2026-07-13 20:38:15,2.2,True,False,1
Stepper_Y2,5,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T20:38:22.896606,1783949901,2026-07-13 20:38:21,,False,True,1
Stepper_Y2,6,1,Tahan nilai tinggi (harus cutoff),2026-07-13T20:38:34.980900,1783949915,2026-07-13 20:38:35,4.5,True,False,1
Stepper_Y2,6,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T20:38:40.987500,1783949921,2026-07-13 20:38:41,,True,False,1
Stepper_Y2,6,3,Tahan nilai zona histeresis,2026-07-13T20:38:47.038004,1783949927,2026-07-13 20:38:47,2.8,True,False,1
Stepper_Y2,6,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T20:38:53.081817,1783949933,2026-07-13 20:38:53,,True,False,1
Stepper_Y2,6,5,Tahan nilai di bawah ambang resume,2026-07-13T20:38:59.101224,1783949939,2026-07-13 20:38:59,2.2,True,False,1
Stepper_Y2,6,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T20:39:05.153881,1783949945,2026-07-13 20:39:05,,False,True,1
Stepper_Y2,7,1,Tahan nilai tinggi (harus cutoff),2026-07-13T20:39:17.196658,1783949957,2026-07-13 20:39:17,4.5,True,False,1
Stepper_Y2,7,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T20:39:23.245864,1783949963,2026-07-13 20:39:23,,True,False,1
Stepper_Y2,7,3,Tahan nilai zona histeresis,2026-07-13T20:39:29.251768,1783949969,2026-07-13 20:39:29,2.8,True,False,1
Stepper_Y2,7,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T20:39:35.266752,1783949975,2026-07-13 20:39:35,,True,False,1
Stepper_Y2,7,5,Tahan nilai di bawah ambang resume,2026-07-13T20:39:41.290230,1783949981,2026-07-13 20:39:41,2.2,True,False,1
Stepper_Y2,7,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T20:39:47.319663,1783949987,2026-07-13 20:39:47,,False,True,1
Stepper_Y2,8,1,Tahan nilai tinggi (harus cutoff),2026-07-13T20:39:59.388701,1783949999,2026-07-13 20:39:59,4.5,True,False,1
Stepper_Y2,8,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T20:40:05.421898,1783950005,2026-07-13 20:40:05,,True,False,1
Stepper_Y2,8,3,Tahan nilai zona histeresis,2026-07-13T20:40:11.453862,1783950011,2026-07-13 20:40:11,2.8,True,False,1
Stepper_Y2,8,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T20:40:17.496510,1783950017,2026-07-13 20:40:17,,True,False,1
Stepper_Y2,8,5,Tahan nilai di bawah ambang resume,2026-07-13T20:40:23.526120,1783950023,2026-07-13 20:40:23,2.2,True,False,1
Stepper_Y2,8,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T20:40:29.569105,1783950029,2026-07-13 20:40:29,,False,True,1
Stepper_Y2,9,1,Tahan nilai tinggi (harus cutoff),2026-07-13T20:40:41.639906,1783950041,2026-07-13 20:40:41,4.5,True,False,1
Stepper_Y2,9,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T20:40:47.671779,1783950047,2026-07-13 20:40:47,,True,False,1
Stepper_Y2,9,3,Tahan nilai zona histeresis,2026-07-13T20:40:53.725673,1783950053,2026-07-13 20:40:53,2.8,True,False,1
Stepper_Y2,9,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T20:40:59.755270,1783950059,2026-07-13 20:40:59,,True,False,1
Stepper_Y2,9,5,Tahan nilai di bawah ambang resume,2026-07-13T20:41:05.791126,1783950065,2026-07-13 20:41:05,2.2,True,False,1
Stepper_Y2,9,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T20:41:11.796155,1783950071,2026-07-13 20:41:11,,False,True,1
Stepper_Y2,10,1,Tahan nilai tinggi (harus cutoff),2026-07-13T20:41:23.877924,1783950083,2026-07-13 20:41:23,4.5,True,False,1
Stepper_Y2,10,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T20:41:29.915905,1783950089,2026-07-13 20:41:29,,True,False,1
Stepper_Y2,10,3,Tahan nilai zona histeresis,2026-07-13T20:41:35.957098,1783950095,2026-07-13 20:41:35,2.8,True,False,1
Stepper_Y2,10,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T20:41:42.003491,1783950101,2026-07-13 20:41:41,,True,False,1
Stepper_Y2,10,5,Tahan nilai di bawah ambang resume,2026-07-13T20:41:48.060646,1783950107,2026-07-13 20:41:47,2.2,True,False,1
Stepper_Y2,10,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T20:41:54.087018,1783950113,2026-07-13 20:41:53,,False,True,1
Stepper_Z,1,1,Tahan nilai tinggi (harus cutoff),2026-07-13T20:42:06.134982,1783950125,2026-07-13 20:42:05,3.0,True,False,1
Stepper_Z,1,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T20:42:12.175147,1783950131,2026-07-13 20:42:11,,True,False,1
Stepper_Z,1,3,Tahan nilai zona histeresis,2026-07-13T20:42:18.231490,1783950137,2026-07-13 20:42:17,1.8,True,False,1
Stepper_Z,1,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T20:42:24.247627,1783950143,2026-07-13 20:42:23,,True,False,1
Stepper_Z,1,5,Tahan nilai di bawah ambang resume,2026-07-13T20:42:30.265169,1783950149,2026-07-13 20:42:29,1.2,True,False,1
Stepper_Z,1,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T20:42:36.306081,1783950155,2026-07-13 20:42:35,,False,True,1
Stepper_Z,2,1,Tahan nilai tinggi (harus cutoff),2026-07-13T20:42:48.359862,1783950167,2026-07-13 20:42:47,3.0,True,False,1
Stepper_Z,2,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T20:42:54.383787,1783950173,2026-07-13 20:42:53,,True,False,1
Stepper_Z,2,3,Tahan nilai zona histeresis,2026-07-13T20:43:00.406875,1783950179,2026-07-13 20:42:59,1.8,True,False,1
Stepper_Z,2,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T20:43:06.464635,1783950185,2026-07-13 20:43:05,,True,False,1
Stepper_Z,2,5,Tahan nilai di bawah ambang resume,2026-07-13T20:43:12.518099,1783950191,2026-07-13 20:43:11,1.2,True,False,1
Stepper_Z,2,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T20:43:18.545260,1783950197,2026-07-13 20:43:17,,False,True,1
Stepper_Z,3,1,Tahan nilai tinggi (harus cutoff),2026-07-13T20:43:30.625824,1783950209,2026-07-13 20:43:29,3.0,True,False,1
Stepper_Z,3,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T20:43:36.658522,1783950215,2026-07-13 20:43:35,,True,False,1
Stepper_Z,3,3,Tahan nilai zona histeresis,2026-07-13T20:43:42.677901,1783950221,2026-07-13 20:43:41,1.8,True,False,1
Stepper_Z,3,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T20:43:48.715486,1783950227,2026-07-13 20:43:47,,True,False,1
Stepper_Z,3,5,Tahan nilai di bawah ambang resume,2026-07-13T20:43:54.736834,1783950233,2026-07-13 20:43:53,1.2,True,False,1
Stepper_Z,3,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T20:44:00.779163,1783950239,2026-07-13 20:43:59,,False,True,1
Stepper_Z,4,1,Tahan nilai tinggi (harus cutoff),2026-07-13T20:44:12.866511,1783950251,2026-07-13 20:44:11,3.0,True,False,1
Stepper_Z,4,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T20:44:18.895474,1783950257,2026-07-13 20:44:17,,True,False,1
Stepper_Z,4,3,Tahan nilai zona histeresis,2026-07-13T20:44:24.928894,1783950263,2026-07-13 20:44:23,1.8,True,False,1
Stepper_Z,4,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T20:44:30.962656,1783950271,2026-07-13 20:44:31,,True,False,1
Stepper_Z,4,5,Tahan nilai di bawah ambang resume,2026-07-13T20:44:36.970577,1783950277,2026-07-13 20:44:37,1.2,True,False,1
Stepper_Z,4,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T20:44:42.997073,1783950283,2026-07-13 20:44:43,,False,True,1
Stepper_Z,5,1,Tahan nilai tinggi (harus cutoff),2026-07-13T20:44:55.044996,1783950295,2026-07-13 20:44:55,3.0,True,False,1
Stepper_Z,5,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T20:45:01.086179,1783950301,2026-07-13 20:45:01,,True,False,1
Stepper_Z,5,3,Tahan nilai zona histeresis,2026-07-13T20:45:07.102079,1783950305,2026-07-13 20:45:05,1.8,True,False,1
Stepper_Z,5,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T20:45:13.107619,1783950313,2026-07-13 20:45:13,,True,False,1
Stepper_Z,5,5,Tahan nilai di bawah ambang resume,2026-07-13T20:45:19.113363,1783950319,2026-07-13 20:45:19,1.2,True,False,1
Stepper_Z,5,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T20:45:25.171946,1783950325,2026-07-13 20:45:25,,False,True,1
Stepper_Z,6,1,Tahan nilai tinggi (harus cutoff),2026-07-13T20:45:37.270670,1783950337,2026-07-13 20:45:37,3.0,True,False,1
Stepper_Z,6,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T20:45:43.322529,1783950343,2026-07-13 20:45:43,,True,False,1
Stepper_Z,6,3,Tahan nilai zona histeresis,2026-07-13T20:45:49.365431,1783950349,2026-07-13 20:45:49,1.8,True,False,1
Stepper_Z,6,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T20:45:55.395587,1783950355,2026-07-13 20:45:55,,True,False,1
Stepper_Z,6,5,Tahan nilai di bawah ambang resume,2026-07-13T20:46:01.430589,1783950361,2026-07-13 20:46:01,1.2,True,False,1
Stepper_Z,6,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T20:46:07.473432,1783950367,2026-07-13 20:46:07,,False,True,1
Stepper_Z,7,1,Tahan nilai tinggi (harus cutoff),2026-07-13T20:46:19.551739,1783950379,2026-07-13 20:46:19,3.0,True,False,1
Stepper_Z,7,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T20:46:25.570581,1783950385,2026-07-13 20:46:25,,True,False,1
Stepper_Z,7,3,Tahan nilai zona histeresis,2026-07-13T20:46:31.604919,1783950391,2026-07-13 20:46:31,1.8,True,False,1
Stepper_Z,7,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T20:46:37.641917,1783950397,2026-07-13 20:46:37,,True,False,1
Stepper_Z,7,5,Tahan nilai di bawah ambang resume,2026-07-13T20:46:43.673258,1783950403,2026-07-13 20:46:43,1.2,True,False,1
Stepper_Z,7,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T20:46:49.702047,1783950409,2026-07-13 20:46:49,,False,True,1
Stepper_Z,8,1,Tahan nilai tinggi (harus cutoff),2026-07-13T20:47:01.761687,1783950421,2026-07-13 20:47:01,3.0,True,False,1
Stepper_Z,8,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T20:47:07.780889,1783950427,2026-07-13 20:47:07,,True,False,1
Stepper_Z,8,3,Tahan nilai zona histeresis,2026-07-13T20:47:13.785015,1783950433,2026-07-13 20:47:13,1.8,True,False,1
Stepper_Z,8,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T20:47:19.832726,1783950439,2026-07-13 20:47:19,,True,False,1
Stepper_Z,8,5,Tahan nilai di bawah ambang resume,2026-07-13T20:47:25.851694,1783950445,2026-07-13 20:47:25,1.2,True,False,1
Stepper_Z,8,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T20:47:31.891920,1783950451,2026-07-13 20:47:31,,False,True,1
Stepper_Z,9,1,Tahan nilai tinggi (harus cutoff),2026-07-13T20:47:43.979421,1783950463,2026-07-13 20:47:43,3.0,True,False,1
Stepper_Z,9,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T20:47:50.013086,1783950469,2026-07-13 20:47:49,,True,False,1
Stepper_Z,9,3,Tahan nilai zona histeresis,2026-07-13T20:47:56.032102,1783950475,2026-07-13 20:47:55,1.8,True,False,1
Stepper_Z,9,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T20:48:02.065583,1783950481,2026-07-13 20:48:01,,True,False,1
Stepper_Z,9,5,Tahan nilai di bawah ambang resume,2026-07-13T20:48:08.116169,1783950487,2026-07-13 20:48:07,1.2,True,False,1
Stepper_Z,9,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T20:48:14.164790,1783950493,2026-07-13 20:48:13,,False,True,1
Stepper_Z,10,1,Tahan nilai tinggi (harus cutoff),2026-07-13T20:48:26.227032,1783950505,2026-07-13 20:48:25,3.0,True,False,1
Stepper_Z,10,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T20:48:32.251519,1783950511,2026-07-13 20:48:31,,True,False,1
Stepper_Z,10,3,Tahan nilai zona histeresis,2026-07-13T20:48:38.280103,1783950517,2026-07-13 20:48:37,1.8,True,False,1
Stepper_Z,10,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T20:48:44.317740,1783950523,2026-07-13 20:48:43,,True,False,1
Stepper_Z,10,5,Tahan nilai di bawah ambang resume,2026-07-13T20:48:50.359694,1783950529,2026-07-13 20:48:49,1.2,True,False,1
Stepper_Z,10,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T20:48:56.416984,1783950535,2026-07-13 20:48:55,,False,True,1
Spindle,1,1,Tahan nilai tinggi (harus cutoff),2026-07-13T20:49:08.480042,1783950547,2026-07-13 20:49:07,4.5,True,False,1
Spindle,1,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T20:49:14.519286,1783950553,2026-07-13 20:49:13,,True,False,1
Spindle,1,3,Tahan nilai zona histeresis,2026-07-13T20:49:20.556022,1783950559,2026-07-13 20:49:19,2.8,True,False,1
Spindle,1,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T20:49:26.597223,1783950565,2026-07-13 20:49:25,,True,False,1
Spindle,1,5,Tahan nilai di bawah ambang resume,2026-07-13T20:49:32.648047,1783950571,2026-07-13 20:49:31,2.2,True,False,1
Spindle,1,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T20:49:38.672539,1783950577,2026-07-13 20:49:37,,False,True,1
Spindle,2,1,Tahan nilai tinggi (harus cutoff),2026-07-13T20:49:50.762828,1783950589,2026-07-13 20:49:49,4.5,True,False,1
Spindle,2,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T20:49:56.808942,1783950595,2026-07-13 20:49:55,,True,False,1
Spindle,2,3,Tahan nilai zona histeresis,2026-07-13T20:50:02.829463,1783950601,2026-07-13 20:50:01,2.8,True,False,1
Spindle,2,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T20:50:08.872840,1783950607,2026-07-13 20:50:07,,True,False,1
Spindle,2,5,Tahan nilai di bawah ambang resume,2026-07-13T20:50:14.902817,1783950613,2026-07-13 20:50:13,2.2,True,False,1
Spindle,2,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T20:50:20.943237,1783950621,2026-07-13 20:50:21,,False,True,1
Spindle,3,1,Tahan nilai tinggi (harus cutoff),2026-07-13T20:50:33.002349,1783950633,2026-07-13 20:50:33,4.5,True,False,1
Spindle,3,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T20:50:39.040642,1783950639,2026-07-13 20:50:39,,True,False,1
Spindle,3,3,Tahan nilai zona histeresis,2026-07-13T20:50:45.058825,1783950645,2026-07-13 20:50:45,2.8,True,False,1
Spindle,3,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T20:50:51.089237,1783950651,2026-07-13 20:50:51,,True,False,1
Spindle,3,5,Tahan nilai di bawah ambang resume,2026-07-13T20:50:57.135240,1783950657,2026-07-13 20:50:57,2.2,True,False,1
Spindle,3,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T20:51:03.159737,1783950663,2026-07-13 20:51:03,,False,True,1
Spindle,4,1,Tahan nilai tinggi (harus cutoff),2026-07-13T20:51:15.238340,1783950675,2026-07-13 20:51:15,4.5,True,False,1
Spindle,4,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T20:51:21.271019,1783950681,2026-07-13 20:51:21,,True,False,1
Spindle,4,3,Tahan nilai zona histeresis,2026-07-13T20:51:27.304474,1783950687,2026-07-13 20:51:27,2.8,True,False,1
Spindle,4,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T20:51:33.348583,1783950693,2026-07-13 20:51:33,,True,False,1
Spindle,4,5,Tahan nilai di bawah ambang resume,2026-07-13T20:51:39.385216,1783950699,2026-07-13 20:51:39,2.2,True,False,1
Spindle,4,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T20:51:45.422166,1783950705,2026-07-13 20:51:45,,False,True,1
Spindle,5,1,Tahan nilai tinggi (harus cutoff),2026-07-13T20:51:57.489498,1783950717,2026-07-13 20:51:57,4.5,True,False,1
Spindle,5,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T20:52:03.527343,1783950723,2026-07-13 20:52:03,,True,False,1
Spindle,5,3,Tahan nilai zona histeresis,2026-07-13T20:52:09.571423,1783950729,2026-07-13 20:52:09,2.8,True,False,1
Spindle,5,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T20:52:15.623439,1783950735,2026-07-13 20:52:15,,True,False,1
Spindle,5,5,Tahan nilai di bawah ambang resume,2026-07-13T20:52:21.656923,1783950741,2026-07-13 20:52:21,2.2,True,False,1
Spindle,5,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T20:52:27.692154,1783950747,2026-07-13 20:52:27,,False,True,1
Spindle,6,1,Tahan nilai tinggi (harus cutoff),2026-07-13T20:52:39.768693,1783950759,2026-07-13 20:52:39,4.5,True,False,1
Spindle,6,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T20:52:45.785626,1783950765,2026-07-13 20:52:45,,True,False,1
Spindle,6,3,Tahan nilai zona histeresis,2026-07-13T20:52:51.791856,1783950771,2026-07-13 20:52:51,2.8,True,False,1
Spindle,6,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T20:52:57.819036,1783950777,2026-07-13 20:52:57,,True,False,1
Spindle,6,5,Tahan nilai di bawah ambang resume,2026-07-13T20:53:03.824454,1783950783,2026-07-13 20:53:03,2.2,True,False,1
Spindle,6,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T20:53:09.844760,1783950789,2026-07-13 20:53:09,,False,True,1
Spindle,7,1,Tahan nilai tinggi (harus cutoff),2026-07-13T20:53:21.944096,1783950801,2026-07-13 20:53:21,4.5,True,False,1
Spindle,7,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T20:53:27.967794,1783950807,2026-07-13 20:53:27,,True,False,1
Spindle,7,3,Tahan nilai zona histeresis,2026-07-13T20:53:34.023505,1783950813,2026-07-13 20:53:33,2.8,True,False,1
Spindle,7,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T20:53:40.078474,1783950819,2026-07-13 20:53:39,,True,False,1
Spindle,7,5,Tahan nilai di bawah ambang resume,2026-07-13T20:53:46.106136,1783950825,2026-07-13 20:53:45,2.2,True,False,1
Spindle,7,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T20:53:52.158506,1783950831,2026-07-13 20:53:51,,False,True,1
Spindle,8,1,Tahan nilai tinggi (harus cutoff),2026-07-13T20:54:04.214814,1783950843,2026-07-13 20:54:03,4.5,True,False,1
Spindle,8,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T20:54:10.232784,1783950849,2026-07-13 20:54:09,,True,False,1
Spindle,8,3,Tahan nilai zona histeresis,2026-07-13T20:54:16.273419,1783950855,2026-07-13 20:54:15,2.8,True,False,1
Spindle,8,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T20:54:22.330833,1783950861,2026-07-13 20:54:21,,True,False,1
Spindle,8,5,Tahan nilai di bawah ambang resume,2026-07-13T20:54:28.373139,1783950867,2026-07-13 20:54:27,2.2,True,False,1
Spindle,8,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T20:54:34.415547,1783950873,2026-07-13 20:54:33,,False,True,1
Spindle,9,1,Tahan nilai tinggi (harus cutoff),2026-07-13T20:54:46.468527,1783950885,2026-07-13 20:54:45,4.5,True,False,1
Spindle,9,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T20:54:52.489747,1783950891,2026-07-13 20:54:51,,True,False,1
Spindle,9,3,Tahan nilai zona histeresis,2026-07-13T20:54:58.534757,1783950897,2026-07-13 20:54:57,2.8,True,False,1
Spindle,9,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T20:55:04.581062,1783950903,2026-07-13 20:55:03,,True,False,1
Spindle,9,5,Tahan nilai di bawah ambang resume,2026-07-13T20:55:10.624708,1783950909,2026-07-13 20:55:09,2.2,True,False,1
Spindle,9,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T20:55:16.648304,1783950915,2026-07-13 20:55:15,,False,True,1
Spindle,10,1,Tahan nilai tinggi (harus cutoff),2026-07-13T20:55:28.755972,1783950927,2026-07-13 20:55:27,4.5,True,False,1
Spindle,10,2,Coba resume saat tinggi (ekspektasi: ditolak),2026-07-13T20:55:34.803275,1783950933,2026-07-13 20:55:33,,True,False,1
Spindle,10,3,Tahan nilai zona histeresis,2026-07-13T20:55:40.837648,1783950939,2026-07-13 20:55:39,2.8,True,False,1
Spindle,10,4,Coba resume di zona histeresis (ekspektasi: ditolak),2026-07-13T20:55:46.864387,1783950945,2026-07-13 20:55:45,,True,False,1
Spindle,10,5,Tahan nilai di bawah ambang resume,2026-07-13T20:55:52.899419,1783950951,2026-07-13 20:55:51,2.2,True,False,1
Spindle,10,6,Coba resume di bawah ambang resume (ekspektasi: diterima),2026-07-13T20:55:58.937264,1783950959,2026-07-13 20:55:59,,False,True,1
